step,val_loss,epoch,train_loss
3,30051.123046875,0,
7,30020.38671875,1,
11,29985.55859375,2,
15,29945.626953125,3,
19,29898.6875,4,
23,29843.978515625,5,
27,29780.62109375,6,
31,29706.90234375,7,
35,29621.48828125,8,
39,29522.572265625,9,
43,29408.322265625,10,
47,29277.05859375,11,
49,,12,31226.03125
51,29127.478515625,12,
55,28958.037109375,13,
59,28766.8125,14,
63,28551.65625,15,
67,28310.193359375,16,
71,28041.26171875,17,
75,27742.28515625,18,
79,27409.51171875,19,
83,27043.033203125,20,
87,26641.4453125,21,
91,26203.94921875,22,
95,25728.076171875,23,
99,,24,35095.625
99,25212.1875,24,
103,24653.591796875,25,
107,24051.61328125,26,
111,23406.2265625,27,
115,22721.26953125,28,
119,21997.80078125,29,
123,21235.232421875,30,
127,20436.87890625,31,
131,19606.1953125,32,
135,18748.11328125,33,
139,17864.482421875,34,
143,16963.060546875,35,
147,16051.25,36,
149,,37,16749.87109375
151,15134.87890625,37,
155,14221.2314453125,38,
159,13317.4140625,39,
163,12432.396484375,40,
167,11570.2705078125,41,
171,10739.466796875,42,
175,9947.5595703125,43,
179,9201.720703125,44,
183,8506.236328125,45,
187,7864.83349609375,46,
191,7284.19873046875,47,
195,6767.1376953125,48,
199,,49,10610.8779296875
199,6312.71923828125,49,
203,5919.67822265625,50,
207,5585.4541015625,51,
211,5307.18701171875,52,
215,5079.4013671875,53,
219,4895.37353515625,54,
223,4749.00439453125,55,
227,4635.19287109375,56,
231,4546.05322265625,57,
235,4477.814453125,58,
239,4423.79931640625,59,
243,4381.06396484375,60,
247,4348.89404296875,61,
249,,62,5080.2607421875
251,4322.0205078125,62,
255,4299.14453125,63,
259,4278.53955078125,64,
263,4259.19580078125,65,
267,4241.423828125,66,
271,4224.37890625,67,
275,4208.255859375,68,
279,4191.943359375,69,
283,4176.66064453125,70,
287,4161.8515625,71,
291,4146.63525390625,72,
295,4131.5498046875,73,
299,,74,5640.77734375
299,4117.3486328125,74,
303,4103.97900390625,75,
307,4091.114501953125,76,
311,4078.632080078125,77,
315,4066.041748046875,78,
319,4053.49755859375,79,
323,4041.735595703125,80,
327,4030.409912109375,81,
331,4019.542236328125,82,
335,4008.268798828125,83,
339,3996.8720703125,84,
343,3985.315185546875,85,
347,3973.474853515625,86,
349,,87,3815.172119140625
351,3961.810546875,87,
355,3950.947265625,88,
359,3940.313232421875,89,
363,3929.33837890625,90,
367,3918.540771484375,91,
371,3908.254150390625,92,
375,3898.396728515625,93,
379,3889.02783203125,94,
383,3879.815185546875,95,
387,3869.50537109375,96,
391,3859.36865234375,97,
395,3849.495361328125,98,
399,,99,6146.05859375
399,3840.583984375,99,
